rt_ref_link_id,rt_ref_link_id_old,orig_lang_abbrev,lex_ref_link_id,ref_id,ref_rt_index,word_id,ref_wd_index,reflex,category,gloss_orig,gloss_eng,questionable,notes,expanded_notes,original_text,created_by,last_updated_by,last_updated,rt_master_id,derivation,rt_index,orig_lang_abbrev_raw,lang_map_status
115.0,,,21488,pok,,,2266,unnan,,"gönnen, einräumen, wünschen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,90.0,as. ags.,conflict
115.0,,,21490,pok,,,2268,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,90.0,,empty
121.0,,,21526,pok,,,2304,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93.0,,empty
121.0,,,21569,pok,,,2347,ent-,,"ant-, ent-",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93.0,mhd. nhd. ,conflict
128.0,,,21653,pok,,,2431,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,95.0,,empty
128.0,,,21688,pok,,,2466,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,96.0,,empty
128.0,,,21689,pok,,,2467,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,96.0,,empty
128.0,,,21722,pok,,,2500,uover,,Ufer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,100.0,mhd. (md.),conflict
128.0,,,21727,pok,,,2505,apa,,von-weg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,av. ap.,conflict
130.0,,,21743,pok,,,2521,ab-,,"von, von-weg",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,ahd. nhd.,conflict
131.0,,,21761,pok,,,2539,aftar,,"hinten, nach (Adv.); nach, hinter-her, gemäß (Präp. m. Dat.)",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,ahd. as.,conflict
132.0,,,21774,pok,,,2552,apara,,"hinterer, späterer, folgender",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,av. ap.,conflict
134.0,,,21832,pok,,,2610,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,,empty
134.0,,,21852,pok,,,2630,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,102.0,,empty
134.0,,,21893,pok,,,2671,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,103.0,,empty
145.0,,,22075,pok,,,2853,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,103.0,,empty
146.0,,,22118,pok,,,2896,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,104.0,,empty
147.0,,,22173,pok,,,2951,erian,,"pflügen, ackern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,108.0,ags. as.,conflict
147.0,,,22207,pok,,,2985,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,108.0,,empty
147.0,,,22208,pok,,,2986,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,108.0,,empty
147.0,,,22224,pok,,,3002,rajatá-,,weißlich,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,112.0,,empty
147.0,,,22289,pok,,,3067,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,112.0,,empty
147.0,,,22320,pok,,,3098,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,113.0,,empty
147.0,,,22324,pok,,,3102,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,114.0,,empty
147.0,,,22333,pok,,,3111,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,115.0,,empty
147.0,,,22334,pok,,,3112,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,115.0,,empty
147.0,,,22366,pok,,,3144,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,118.0,,empty
147.0,,,22367,pok,,,3145,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,118.0,,empty
151.0,,,22390,pok,,,3168,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,120.0,,empty
154.0,,,22406,pok,,,3184,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,121.0,,empty
154.0,,,22410,pok,,,3188,akno-,,"Jahr, Festzeit, Opferzeit",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,122.0,osk.-umbr.,conflict
163.0,,,22515,pok,,,3293,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,126.0,,empty
163.0,,,22549,pok,,,3327,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,128.0,,empty
163.0,,,22551,pok,,,3329,ava,,herab,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,129.0,av. ap.,conflict
163.0,,,22552,pok,,,3330,ava,,"worauf zu, heran",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,129.0,av. ap.,conflict
163.0,,,22553,pok,,,3331,ava,,"hin-zu, hin-an",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,129.0,av. ap.,conflict
168.0,,,22605,pok,,,3383,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,129.0,,empty
168.0,,,22606,pok,,,3384,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,129.0,,empty
173.0,,,22669,pok,,,3447,vā,,oder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,130.0,av. ap.,conflict
181.0,,,22727,pok,,,3505,vad,,Zugnetz,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,131.0,schwed. norw.,conflict
189.0,,,22934,pok,,,3712,wintar,,Winter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,135.0,ahd. as.,conflict
192.0,,,23028,pok,,,3806,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,135.0,,empty
196.0,,,23063,pok,,,3841,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,136.0,,empty
202.0,,,23183,pok,,,3961,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,136.0,,empty
202.0,,,23195,pok,,,3973,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,137.0,,empty
202.0,,,23253,pok,,,4031,αὐξάνω,,"vermehre, steigere",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,138.0,,empty
211.0,,,23367,pok,,,4145,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,140.0,,empty
211.0,,,23380,pok,,,4158,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,142.0,,empty
211.0,,,23387,pok,,,4165,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,143.0,,empty
211.0,,,23388,pok,,,4166,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,143.0,,empty
211.0,,,23411,pok,,,4189,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,144.0,,empty
213.0,,,23458,pok,,,4236,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,146.0,,empty
214.0,,,23482,pok,,,4260,pappe,,Frauenbrust,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,148.0,schwed.-norw. mdartl.,unmapped
214.0,,,23543,pok,,,4321,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,149.0,,empty
219.0,,,23557,pok,,,4335,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,150.0,,empty
220.0,,,23580,pok,,,4358,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,152.0,,empty
220.0,,,23591,pok,,,4369,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,154.0,,empty
220.0,,,23594,pok,,,4372,βόμβῡξ,,Flöhe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
220.0,,,23595,pok,,,4373,βομβύκια ,,summende Insekten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
220.0,,,23596,pok,,,4374,βομβύλη ,,enghalsiges Gefäß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
220.0,,,23597,pok,,,4375,βομβυλιός ,,Hummel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
220.0,,,23598,pok,,,4376,βομβύλιος  ,,Hummel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
220.0,,,23599,pok,,,4377,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
227.0,,,23687,pok,,,4465,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,158.0,,empty
228.0,,,23715,pok,,,4493,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,161.0,,empty
229.0,,,23738,pok,,,4516,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,163.0,,empty
250.0,,,24102,pok,,,4880,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,170.0,,empty
251.0,,,24138,pok,,,4916,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,174.0,,empty
251.0,,,24308,pok,,,5086,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,179.0,,empty
251.0,,,24346,pok,,,5124,bōt,,"Besserung, Ersatz",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,181.0,aisl. ags.,conflict
256.0,,,24406,pok,,,5184,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,184.0,,empty
256.0,,,24407,pok,,,5185,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,184.0,,empty
257.0,,,24408,pok,,,5186,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,184.0,,empty
257.0,,,24409,pok,,,5187,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,185.0,,empty
261.0,,,24455,pok,,,5233,bar,,"Spitze, Gipfel, Laub",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,189.0,cymr. corn. ,conflict
261.0,,,24483,pok,,,5261,borst,,Borste,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,189.0,,empty
261.0,,,24532,pok,,,5310,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,190.0,,empty
266.0,,,24586,pok,,,5364,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,195.0,,empty
267.0,,,24610,pok,,,5388,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,196.0,,empty
268.0,,,24623,pok,,,5401,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,197.0,,empty
275.0,,,24686,pok,,,5464,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,201.0,,empty
286.0,,,24856,pok,,,5634,bītan,,beißen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,208.0,as. ags. ,conflict
287.0,,,24860,pok,,,5638,beizen,,"zügeln, jagen, beizen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,208.0,ahd. mhd. ,conflict
287.0,,,24872,pok,,,5650,bittar,,"beißend, scharf, bitter",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,208.0,as. ahd. ,conflict
287.0,,,24888,pok,,,5666,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,208.0,,empty
291.0,,,24908,pok,,,5686,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,209.0,,empty
291.0,,,24921,pok,,,5699,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,210.0,,empty
296.0,,,24992,pok,,,5770,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,212.0,,empty
307.0,,,25109,pok,,,5887,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,215.0,,empty
308.0,,,25134,pok,,,5912,bole,,Planke,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,215.0,mnd. mhd.,conflict
311.0,,,25191,pok,,,5969,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,215.0,,empty
315.0,,,25199,pok,,,5977,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,215.0,,empty
315.0,,,25256,pok,,,6034,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,216.0,,empty
415.0,,,25276,pok,,,6054,Block,,"Klotz, Bohle",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,217.0,nhd. (ndd.),conflict
415.0,,,25311,pok,,,6089,balderen,,lärmen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,218.0,mnd. ndl.,conflict
415.0,,,25314,pok,,,6092,bulderen,,lärmen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,218.0,mnd. ndl.,conflict
415.0,,,25315,pok,,,6093,bolderen,,lärmen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,218.0,mnd. ndl.,conflict
415.0,,,25334,pok,,,6112,blagój,,"starrköpfig, häßlich",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,219.0,grruss. ,unmapped
321.0,,,25397,pok,,,6175,blinken,,blinzeln ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,221.0,mhd. nhd. ,conflict
321.0,,,25428,pok,,,6206,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,222.0,,empty
321.0,,,25451,pok,,,6229,balg,,"Balg, Schlauch, Blasebalg, Schwertscheide",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,223.0,ahd. mhd.,conflict
321.0,,,25458,pok,,,6236,belgan,,zornig sein,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,223.0,as. ags.,conflict
321.0,,,25485,pok,,,6263,bano,,"Totschläger, Mörder",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,224.0,ahd. as.,conflict
322.0,,,25499,pok,,,6277,bind ,,melodisch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,225.0,air. mir.,conflict
322.0,,,25505,pok,,,6283,basta-,,das Binden,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,226.0,av. ap.,conflict
335.0,,,25710,pok,,,6488,breth,,"das Tragen, Gebären (Verbaln. zu biru); Geburt; Urteil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,air. mir. ,conflict
335.0,,,25711,pok,,,6489,brith,,"das Tragen, Gebären (Verbaln. zu biru); Geburt; Urteil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,air. mir. ,conflict
335.0,,,25712,pok,,,6490,breith ,,"das Tragen, Gebären (Verbaln. zu biru); Geburt; Urteil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,air. mir. ,conflict
335.0,,,25713,pok,,,6491,brithe ,,"das Tragen, Gebären (Verbaln. zu biru); Geburt; Urteil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,air. mir. ,conflict
335.0,,,25740,pok,,,6518,barm,,Schoß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,ahd. as. ,conflict
337.0,,,25756,pok,,,6534,bāra,,Bahre,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,ahd. as.,conflict
343.0,,,25827,pok,,,6605,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,,empty
346.0,,,25998,pok,,,6776,borōn,,bohren,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,230.0,ahd. as.,conflict
346.0,,,26066,pok,,,6844,brūn,,"glänzend, braun",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,232.0,ahd. mhd.,conflict
346.0,,,26073,pok,,,6851,brynь,,(no direct translation given),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,232.0,mdartl.,unmapped
349.0,,,26138,pok,,,6916,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,233.0,,empty
349.0,,,26150,pok,,,6928,bred,,Brett,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,235.0,as. ags.,conflict
349.0,,,26155,pok,,,6933,bord ,,"Brett, Tisch",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,235.0,aisl. ags.,conflict
349.0,,,26156,pok,,,6934,bort,,"Brett, Tisch",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,235.0,ahd. mhd. ,conflict
351.0,,,26292,pok,,,7070,bre ,,Hügel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,238.0,cymr. corn. bret. ,conflict
351.0,,,26305,pok,,,7083,berg,,Berg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,238.0,ahd. as. ,conflict
355.0,,,26411,pok,,,7189,bremo,,Bremse,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,241.0,ahd. as. ,conflict
361.0,,,26504,pok,,,7282,Born,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,243.0,nhd. (ndd.),conflict
363.0,,,26529,pok,,,7307,brođ,,Brühe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,243.0,aisl. ags.,conflict
367.0,,,26642,pok,,,7416,būmī-,,Erde,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,248.0,av. ap.,conflict
387.0,,,27212,pok,,,7986,blind,,blind,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,265.0,as. ags.,conflict
390.0,,,27217,pok,,,7991,blandan,,"mischen, trüben",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,265.0,as. ags.,conflict
419.0,,,27584,pok,,,8358,brodъ ,,Furt,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,288.0,r.-ksl. russ.,conflict
419.0,,,27585,pok,,,8359,broditi ,,waten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,288.0,r.-ksl. russ.,conflict
419.0,,,27596,pok,,,8370,bram ,,Furz,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,289.0,cymr. corn.,conflict
440.0,,,27789,pok,,,8563,broz,,"Knospe, Sprosse",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,298.0,ahd. mhd.,conflict
461.0,,,28067,pok,,,8841,boc,,Bock,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,311.0,ahd. mhd. ,conflict
468.0,,,28141,pok,,,8915,tīd,,"Zeit, Stunde",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,313.0,as. ags. ,conflict
488.0,,,28573,pok,,,9347,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,321.0,,empty
493.0,,,28699,pok,,,9473,tīr ,,"Ehre, Ruhm",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,321.0,ags. as.,conflict
493.0,,,28713,pok,,,9487,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,321.0,,empty
493.0,,,28745,pok,,,9519,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,322.0,,empty
497.0,,,28850,pok,,,9624,δέκομαι,,nehme an,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,325.0,gr. (ion. äol. kret.),conflict
497.0,,,28961,pok,,,9735,dek,,zehn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,327.0,corn. bret. ,conflict
504.0,,,29050,pok,,,9824,hundert ,,Großhundert (120),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,327.0,mhd. nhd.,conflict
506.0,,,29123,pok,,,9897,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,330.0,,empty
506.0,,,29170,pok,,,9944,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,330.0,,empty
506.0,,,29178,pok,,,9952,zelt,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,330.0,ahd. nhd.,conflict
510.0,,,29196,pok,,,9970,ladónь ,,"Handfläche; ebener Platz auf der Tenne, Dreschboden",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,330.0,,empty
511.0,,,29234,pok,,,10008,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,330.0,,empty
511.0,,,29235,pok,,,10009,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,330.0,,empty
511.0,,,29298,pok,,,10072,da-lu-ga-aš-ti,,Länge,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,332.0,,empty
511.0,,,29322,pok,,,10096,zumft,,"Schicklichkeit, Regel, Verein, Zunft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,333.0,ahd. mhd. ,conflict
514.0,,,29423,pok,,,10197,domitus,,Bändigung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,334.0,,empty
521.0,,,29627,pok,,,10401,trappen,,stampfen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,mnd. ndl.,conflict
521.0,,,29629,pok,,,10403,trappeln,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,nhd. (nd.),conflict
521.0,,,29630,pok,,,10404,trippeln,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,nhd. (nd.),conflict
521.0,,,29631,pok,,,10405,treppe,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,mhd. (nd.),conflict
521.0,,,29632,pok,,,10406,trappe,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,mhd. (nd.),conflict
521.0,,,29640,pok,,,10414,trampeln,,derb auftreten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,mhd. (ndd.),conflict
523.0,,,29720,pok,,,10494,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,,empty
526.0,,,29768,pok,,,10542,darn ,,"Stück, Teil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,cymr. corn. bret.,conflict
526.0,,,29783,pok,,,10557,torn,,"Zorn, Streit, heftiger Unwille",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,ags. as.,conflict
532.0,,,29842,pok,,,10616,zart ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,ahd. nhd.,conflict
535.0,,,29908,pok,,,10682,dravoca,,Lolch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,gall. (lat.) ,conflict
539.0,,,30034,pok,,,10808,Drippia,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,gall. (ven.-ill.),conflict
539.0,,,30035,pok,,,10809,Drippōnius ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,gall. (ven.-ill.),conflict
539.0,,,30056,pok,,,10830,zirbeln ,,"sich im Kreise drehen, wirbeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,344.0,nhd. mdartl. schweiz.,conflict
539.0,,,30304,pok,,,11078,trog,,Trog,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,349.0,ahd. nhd. ,conflict
554.0,,,30550,pok,,,11324,zugil,,Zügel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354.0,ahd. mhd. ,conflict
554.0,,,30567,pok,,,11341,zoum,,"Seil, Riemen, Zügel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354.0,ahd. mhd. ,conflict
554.0,,,30581,pok,,,11355,zuht,,"Ziehen, Zug, Erziehung, Zucht, Nachkommenschaft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354.0,ahd. mhd. ,conflict
564.0,,,30844,pok,,,11618,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,361.0,,empty
566.0,,,30880,pok,,,11654,trāgī,,"Trägheit, Verdruß",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,364.0,as. ahd. ,conflict
571.0,,,30978,pok,,,11752,git,,ihr zwei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,as. ags. ,conflict
580.0,,,31144,pok,,,11918,zwī,,zwei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,ahd. mhd.,conflict
580.0,,,31145,pok,,,11919,zwīes ,,Zwieg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,ahd. mhd.,conflict
587.0,,,31345,pok,,,12119,deda,,Tante(?),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,374.0,ital. (venet.),conflict
587.0,,,31429,pok,,,12203,dōn,,tun,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,375.0,as. ags. ,conflict
610.0,,,31953,pok,,,12727,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,383.0,,empty
614.0,,,32096,pok,,,12870,dunken ,,"feucht, dumpfig, schwül",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,390.0,norw. schwed. mdartl.,conflict
614.0,,,32107,pok,,,12881,dampf,,"Dampf, Rauch",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,390.0,ahd. mhd. ,conflict
614.0,,,32112,pok,,,12886,dempfen,,"durch Dampf ersticken, dämpfen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,390.0,ahd. mhd.,conflict
627.0,,,32347,pok,,,13121,dr̥-dhr-á-,,festhaltend,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398.0,,empty
629.0,,,32356,pok,,,13130,θρῆνυς,,"Schemel, Ruderbank",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398.0,hom. (ion.) ,conflict
629.0,,,32387,pok,,,13161,tarnen,,"zudecken, verbergen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398.0,ahd. mhd. ,conflict
636.0,,,32471,pok,,,13245,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398.0,,empty
640.0,,,32520,pok,,,13294,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,399.0,,empty
520.0,,,32637,pok,,,13411,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,405.0,,empty
520.0,,,32715,pok,,,13489,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,408.0,,empty
645.0,,,32767,pok,,,13541,den,,Mensch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,410.0,corn. bret.,conflict
660.0,,,32934,pok,,,13708,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,412.0,,empty
668.0,,,33064,pok,,,13838,dall,,blind,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,412.0,cymr. corn. bret.,conflict
668.0,,,33067,pok,,,13841,dol,,"albern, töricht",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,412.0,as. ags. ,conflict
666.0,,,33230,pok,,,14004,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,413.0,,empty
666.0,,,33240,pok,,,14014,dubb,,Pflock,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,414.0,schwed. norw.,conflict
666.0,,,33277,pok,,,14051,februō,,"reinigen, religiös sühnen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415.0,,empty
666.0,,,33278,pok,,,14052,februum ,,Reinigungsmittel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415.0,,empty
666.0,,,33279,pok,,,14053,Februārius ,,Reinigungsmonat,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415.0,,empty
666.0,,,33281,pok,,,14055,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415.0,,empty
666.0,,,33304,pok,,,14078,Dusel ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415.0,nhd. (ndd.),conflict
673.0,,,33436,pok,,,14210,derian,,"verletzen, kränken",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,419.0,as. ags. ,conflict
673.0,,,33458,pok,,,14232,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,421.0,,empty
675.0,,,33506,pok,,,14280,,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,424.0,,empty
676.0,,,33532,pok,,,14306,θρῡλίξας,,"brechen, zerschmettern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,426.0,,empty
